revenue_per_user,orders_cnt_per_user,converted_from_main_screen_to_item_card_screen,group,period
999.2586,12.2577,0,B,in test
999.2587,12.2578,1,B,before test
999.2588,12.2579,0,A,before test
999.2589,12.2580,0,B,in test
999.2590,12.2581,0,A,in test
999.2591,12.2582,0,B,in test
999.2592,12.2583,0,A,before test
999.2593,12.2584,0,A,before test
999.2594,12.2585,0,B,in test
999.2595,12.2586,0,A,before test
999.2596,12.2587,0,B,before test
999.2597,12.2588,0,B,before test
999.2598,12.2589,0,A,in test
999.2599,12.2590,0,B,in test
999.2600,12.2591,0,A,before test
999.2601,12.2592,0,A,before test
999.2602,12.2593,0,A,before test
999.2603,12.2594,0,B,in test
999.2604,12.2595,1,A,before test
999.2605,12.2596,0,A,in test
999.2606,12.2597,0,B,before test
999.2607,12.2598,0,A,before test
999.2608,12.2599,1,A,before test
999.2609,12.2600,1,B,before test
999.2610,12.2601,0,B,in test
999.2611,12.2602,0,A,in test
999.2612,12.2603,0,B,before test
999.2613,12.2604,0,B,before test
999.2614,12.2605,0,A,before test
999.2615,12.2606,0,B,in test
999.2616,12.2607,0,A,in test
999.2617,12.2608,0,A,in test
999.2618,12.2609,0,B,in test
999.2619,12.2610,1,A,before test
999.2620,12.2611,0,A,before test
999.2621,12.2612,0,A,before test
999.2622,12.2613,1,A,in test
999.2623,12.2614,0,B,before test
999.2624,12.2615,0,A,in test
999.2625,12.2616,0,B,before test
999.2626,12.2617,1,B,in test
999.2627,12.2618,1,B,in test
999.2628,12.2619,0,B,in test
999.2629,12.2620,0,A,before test
999.2630,12.2621,0,A,before test
999.2631,12.2622,1,B,in test
999.2632,12.2623,0,A,in test
999.2633,12.2624,0,A,before test
999.2634,12.2625,1,B,in test
999.2635,12.2626,0,A,before test
999.2636,12.2627,0,B,before test
999.2637,12.2628,0,A,before test
999.2638,12.2629,0,A,before test
999.2639,12.2630,0,A,in test
999.2640,12.2631,0,B,in test
999.2641,12.2632,1,A,before test
999.2642,12.2633,0,B,in test
999.2643,12.2634,0,B,before test
999.2644,12.2635,1,A,in test
999.2645,12.2636,0,B,before test
999.2646,12.2637,0,A,in test
999.2647,12.2638,0,A,before test
999.2648,12.2639,0,A,in test
999.2649,12.2640,0,B,in test
999.2650,12.2641,0,A,before test
999.2651,12.2642,0,A,in test
999.2652,12.2643,0,A,in test
999.2653,12.2644,0,B,before test
999.2654,12.2645,0,A,in test
999.2655,12.2646,0,A,in test
999.2656,12.2647,0,A,before test
999.2657,12.2648,0,A,before test
999.2658,12.2649,0,B,before test
999.2659,12.2650,0,B,before test
999.2660,12.2651,0,A,in test
999.2661,12.2652,0,A,in test
999.2662,12.2653,0,A,in test
999.2663,12.2654,1,A,in test
999.2664,12.2655,0,B,before test
999.2665,12.2656,0,A,before test
999.2666,12.2657,0,A,in test
999.2667,12.2658,0,A,before test
999.2668,12.2659,0,B,before test
999.2669,12.2660,0,A,in test
999.2670,12.2661,0,A,in test
999.2671,12.2662,0,B,before test
999.2672,12.2663,0,B,before test
999.2673,12.2664,0,A,in test
999.2674,12.2665,1,B,in test
999.2675,12.2666,0,A,in test
999.2676,12.2667,1,A,before test
999.2677,12.2668,0,A,before test
999.2678,12.2669,0,B,in test
999.2679,12.2670,0,A,before test
999.2680,12.2671,1,B,before test
999.2681,12.2672,0,A,in test
999.2682,12.2673,0,B,before test
999.2683,12.2674,0,A,before test
999.2684,12.2675,0,A,before test
999.2685,12.2676,0,B,before test
999.2686,12.2677,1,A,in test
999.2687,12.2678,0,B,before test
999.2688,12.2679,0,B,before test
999.2689,12.2680,0,A,in test
999.2690,12.2681,0,B,in test
999.2691,12.2682,0,B,before test
999.2692,12.2683,0,A,before test
999.2693,12.2684,1,A,in test
999.2694,12.2685,0,A,in test
999.2695,12.2686,0,B,before test
999.2696,12.2687,0,B,before test
999.2697,12.2688,0,A,before test
999.2698,12.2689,1,A,before test
999.2699,12.2690,0,B,before test
999.2700,12.2691,0,B,in test
999.2701,12.2692,0,B,in test
999.2702,12.2693,0,B,in test
999.2703,12.2694,0,B,before test
999.2704,12.2695,0,A,in test
999.2705,12.2696,1,A,in test
999.2706,12.2697,0,A,before test
999.2707,12.2698,0,B,before test
999.2708,12.2699,0,B,in test
999.2709,12.2700,0,B,before test
999.2710,12.2701,0,A,in test
999.2711,12.2702,0,A,before test
999.2712,12.2703,0,A,in test
999.2713,12.2704,0,B,in test
999.2714,12.2705,0,B,in test
999.2715,12.2706,0,B,before test
999.2716,12.2707,1,A,in test
999.2717,12.2708,0,A,before test
999.2718,12.2709,0,A,in test
999.2719,12.2710,0,B,in test
999.2720,12.2711,0,B,in test
999.2721,12.2712,0,A,in test
999.2722,12.2713,0,A,in test
999.2723,12.2714,0,A,before test
999.2724,12.2715,0,A,in test
999.2725,12.2716,0,B,in test
999.2726,12.2717,1,A,in test
999.2727,12.2718,0,A,in test
999.2728,12.2719,0,A,before test
999.2729,12.2720,0,B,before test
999.2730,12.2721,0,A,in test
999.2731,12.2722,0,B,in test
999.2732,12.2723,0,A,in test
999.2733,12.2724,0,A,before test
999.2734,12.2725,0,B,in test
999.2735,12.2726,1,B,before test
999.2736,12.2727,0,A,in test
999.2737,12.2728,0,A,in test
999.2738,12.2729,1,A,before test
999.2739,12.2730,0,B,before test
999.2740,12.2731,0,A,before test
999.2741,12.2732,1,B,before test
999.2742,12.2733,0,B,in test
999.2743,12.2734,1,A,before test
999.2744,12.2735,0,A,before test
999.2745,12.2736,1,A,in test
999.2746,12.2737,1,A,in test
999.2747,12.2738,0,A,in test
999.2748,12.2739,0,A,before test
999.2749,12.2740,0,B,before test
999.2750,12.2741,0,A,in test
999.2751,12.2742,0,B,before test
999.2752,12.2743,0,A,before test
999.2753,12.2744,1,B,before test
999.2754,12.2745,1,A,in test
999.2755,12.2746,1,A,in test
999.2756,12.2747,0,A,before test
999.2757,12.2748,0,B,in test
999.2758,12.2749,0,B,in test
999.2759,12.2750,0,A,before test
999.2760,12.2751,1,A,before test
999.2761,12.2752,0,A,in test
999.2762,12.2753,0,A,in test
999.2763,12.2754,0,A,before test
999.2764,12.2755,0,A,before test
999.2765,12.2756,0,A,in test
999.2766,12.2757,0,A,in test
999.2767,12.2758,0,B,in test
999.2768,12.2759,1,B,before test
999.2769,12.2760,0,B,before test
999.2770,12.2761,1,A,before test
999.2771,12.2762,1,A,in test
999.2772,12.2763,0,A,in test
999.2773,12.2764,0,B,before test
999.2774,12.2765,0,B,before test
999.2775,12.2766,0,A,before test
999.2776,12.2767,0,B,before test
999.2777,12.2768,0,A,before test
999.2778,12.2769,1,B,before test
999.2779,12.2770,0,B,before test
999.2780,12.2771,0,B,before test
999.2781,12.2772,1,B,before test
999.2782,12.2773,0,A,before test
999.2783,12.2774,0,B,in test
999.2784,12.2775,0,B,before test
999.2785,12.2776,1,B,before test
999.2786,12.2777,0,A,in test
999.2787,12.2778,0,A,before test
999.2788,12.2779,0,A,before test
999.2789,12.2780,0,A,in test
999.2790,12.2781,0,A,before test
999.2791,12.2782,1,A,before test
999.2792,12.2783,0,A,in test
999.2793,12.2784,0,B,before test
999.2794,12.2785,0,B,before test
999.2795,12.2786,0,A,before test
999.2796,12.2787,1,A,before test
999.2797,12.2788,0,B,before test
999.2798,12.2789,0,A,before test
999.2799,12.2790,1,B,in test
999.2800,12.2791,0,A,in test
999.2801,12.2792,0,B,in test
999.2802,12.2793,0,B,before test
999.2803,12.2794,0,B,in test
999.2804,12.2795,1,A,in test
999.2805,12.2796,0,B,before test
999.2806,12.2797,1,A,in test
999.2807,12.2798,0,A,before test
999.2808,12.2799,0,A,in test
999.2809,12.2800,0,B,in test
999.2810,12.2801,0,B,before test
999.2811,12.2802,0,B,before test
999.2812,12.2803,0,B,before test
999.2813,12.2804,0,A,before test
999.2814,12.2805,0,A,before test
999.2815,12.2806,0,A,in test
999.2816,12.2807,0,A,in test
999.2817,12.2808,0,A,in test
999.2818,12.2809,0,A,before test
999.2819,12.2810,0,A,in test
999.2820,12.2811,0,B,before test
999.2821,12.2812,0,B,before test
999.2822,12.2813,0,A,in test
999.2823,12.2814,0,B,in test
999.2824,12.2815,0,B,in test
999.2825,12.2816,0,B,before test
999.2826,12.2817,0,A,before test
999.2827,12.2818,1,A,in test
999.2828,12.2819,0,A,in test
999.2829,12.2820,1,A,in test
999.2830,12.2821,0,B,in test
999.2831,12.2822,0,B,before test
999.2832,12.2823,0,B,before test
999.2833,12.2824,0,B,before test
999.2834,12.2825,0,B,in test
999.2835,12.2826,0,B,before test
999.2836,12.2827,0,B,in test
999.2837,12.2828,0,B,in test
999.2838,12.2829,0,A,before test
999.2839,12.2830,0,B,in test
999.2840,12.2831,0,A,before test
999.2841,12.2832,0,B,in test
999.2842,12.2833,0,B,before test
999.2843,12.2834,0,A,before test
999.2844,12.2835,1,B,in test
999.2845,12.2836,0,B,in test
999.2846,12.2837,0,B,in test
999.2847,12.2838,0,B,in test
999.2848,12.2839,0,A,in test
999.2849,12.2840,0,B,in test
999.2850,12.2841,0,A,in test
999.2851,12.2842,0,B,before test
999.2852,12.2843,0,A,before test
999.2853,12.2844,0,A,in test
999.2854,12.2845,0,B,in test
999.2855,12.2846,0,A,before test
999.2856,12.2847,0,A,before test
999.2857,12.2848,0,A,in test
999.2858,12.2849,0,B,in test
999.2859,12.2850,0,B,in test
999.2860,12.2851,0,A,in test
999.2861,12.2852,0,B,before test
999.2862,12.2853,0,B,before test
999.2863,12.2854,0,A,in test
999.2864,12.2855,0,B,in test
999.2865,12.2856,0,A,in test
999.2866,12.2857,0,A,in test
999.2867,12.2858,0,A,in test
999.2868,12.2859,0,A,in test
999.2869,12.2860,0,B,in test
999.2870,12.2861,0,A,in test
999.2871,12.2862,0,B,in test
999.2872,12.2863,1,B,in test
999.2873,12.2864,0,A,in test
999.2874,12.2865,0,A,in test
999.2875,12.2866,0,B,before test
999.2876,12.2867,0,A,in test
999.2877,12.2868,0,B,in test
999.2878,12.2869,0,B,in test
999.2879,12.2870,1,B,before test
999.2880,12.2871,0,A,before test
999.2881,12.2872,0,B,before test
999.2882,12.2873,0,B,before test
999.2883,12.2874,0,A,in test
999.2884,12.2875,1,A,in test
999.2885,12.2876,0,A,before test
999.2886,12.2877,0,B,before test
999.2887,12.2878,0,A,before test
999.2888,12.2879,0,B,before test
999.2889,12.2880,0,A,before test
999.2890,12.2881,0,B,before test
999.2891,12.2882,0,B,before test
999.2892,12.2883,0,A,before test
999.2893,12.2884,1,A,before test
999.2894,12.2885,0,B,before test
999.2895,12.2886,0,B,before test
999.2896,12.2887,0,B,before test
999.2897,12.2888,0,B,before test
999.2898,12.2889,0,A,before test
999.2899,12.2890,0,A,before test
999.2900,12.2891,0,B,before test
999.2901,12.2892,0,B,before test
999.2902,12.2893,0,B,in test
999.2903,12.2894,0,A,in test
999.2904,12.2895,0,A,in test
999.2905,12.2896,0,A,in test
999.2906,12.2897,1,B,in test
999.2907,12.2898,0,B,in test
999.2908,12.2899,0,B,in test
999.2909,12.2900,0,A,in test
999.2910,12.2901,0,A,before test
999.2911,12.2902,0,A,in test
999.2912,12.2903,0,B,in test
999.2913,12.2904,0,B,before test
999.2914,12.2905,1,A,before test
999.2915,12.2906,0,B,in test
999.2916,12.2907,0,A,before test
999.2917,12.2908,0,B,before test
999.2918,12.2909,0,A,before test
999.2919,12.2910,0,B,before test
999.2920,12.2911,0,B,in test
999.2921,12.2912,0,B,in test
999.2922,12.2913,0,B,in test
999.2923,12.2914,0,B,in test
999.2924,12.2915,0,A,before test
999.2925,12.2916,0,B,in test
999.2926,12.2917,0,A,before test
999.2927,12.2918,0,B,in test
999.2928,12.2919,0,A,before test
999.2929,12.2920,0,B,in test
999.2930,12.2921,0,A,in test
999.2931,12.2922,0,A,in test
999.2932,12.2923,0,A,before test
999.2933,12.2924,0,B,before test
999.2934,12.2925,1,B,before test
999.2935,12.2926,0,A,in test
999.2936,12.2927,0,A,in test
999.2937,12.2928,0,B,before test
999.2938,12.2929,1,A,before test
999.2939,12.2930,0,A,in test
999.2940,12.2931,0,A,in test
999.2941,12.2932,0,B,in test
999.2942,12.2933,0,A,before test
999.2943,12.2934,0,B,before test
999.2944,12.2935,0,A,in test
999.2945,12.2936,0,A,before test
999.2946,12.2937,1,A,in test
999.2947,12.2938,0,A,in test
999.2948,12.2939,0,A,in test
999.2949,12.2940,0,A,in test
999.2950,12.2941,0,B,before test
999.2951,12.2942,0,B,before test
999.2952,12.2943,0,A,before test
999.2953,12.2944,1,A,in test
999.2954,12.2945,0,A,in test
999.2955,12.2946,0,A,in test
999.2956,12.2947,0,B,in test
999.2957,12.2948,0,B,in test
999.2958,12.2949,0,A,before test
999.2959,12.2950,0,B,before test
999.2960,12.2951,0,B,in test
999.2961,12.2952,0,B,in test
999.2962,12.2953,1,A,in test
999.2963,12.2954,0,B,in test
999.2964,12.2955,0,A,in test
999.2965,12.2956,0,A,in test
999.2966,12.2957,0,B,in test
999.2967,12.2958,0,A,before test
999.2968,12.2959,0,A,in test
999.2969,12.2960,0,A,before test
999.2970,12.2961,0,A,in test
999.2971,12.2962,0,B,in test
999.2972,12.2963,0,B,before test
999.2973,12.2964,0,A,in test
999.2974,12.2965,0,A,in test
999.2975,12.2966,1,B,in test
999.2976,12.2967,0,B,before test
999.2977,12.2968,0,B,before test
999.2978,12.2969,0,B,in test
999.2979,12.2970,1,B,in test
999.2980,12.2971,0,A,before test
999.2981,12.2972,0,A,before test
999.2982,12.2973,0,B,in test
999.2983,12.2974,1,B,in test
999.2984,12.2975,1,B,in test
999.2985,12.2976,0,B,in test
999.2986,12.2977,1,B,in test
999.2987,12.2978,0,B,in test
999.2988,12.2979,0,B,before test
999.2989,12.2980,0,A,before test
999.2990,12.2981,0,A,in test
999.2991,12.2982,1,B,before test
999.2992,12.2983,0,A,in test
999.2993,12.2984,0,B,in test
999.2994,12.2985,1,A,in test
999.2995,12.2986,0,B,in test
999.2996,12.2987,0,A,before test
999.2997,12.2988,0,B,in test
999.2998,12.2989,0,B,in test
999.2999,12.2990,0,B,in test
999.3000,12.2991,0,A,before test
999.3001,12.2992,0,A,in test
999.3002,12.2993,0,B,in test
999.3003,12.2994,0,B,before test
999.3004,12.2995,0,B,before test
999.3005,12.2996,1,A,in test
999.3006,12.2997,1,A,in test
999.3007,12.2998,0,A,before test
999.3008,12.2999,0,A,before test
999.3009,12.3000,0,B,in test
999.3010,12.3001,0,A,in test
999.3011,12.3002,0,B,in test
999.3012,12.3003,0,B,before test
999.3013,12.3004,0,B,before test
999.3014,12.3005,0,A,before test
999.3015,12.3006,0,A,in test
999.3016,12.3007,0,A,in test
999.3017,12.3008,0,B,before test
999.3018,12.3009,0,A,before test
999.3019,12.3010,1,A,in test
999.3020,12.3011,0,B,before test
999.3021,12.3012,0,B,before test
999.3022,12.3013,1,B,in test
999.3023,12.3014,0,B,before test
999.3024,12.3015,0,A,before test
999.3025,12.3016,0,B,before test
999.3026,12.3017,0,B,before test
999.3027,12.3018,0,A,in test
999.3028,12.3019,0,B,in test
999.3029,12.3020,0,B,in test
999.3030,12.3021,0,A,before test
999.3031,12.3022,0,A,in test
999.3032,12.3023,0,A,before test
999.3033,12.3024,0,A,in test
999.3034,12.3025,0,B,before test
999.3035,12.3026,0,A,before test
999.3036,12.3027,0,B,before test
999.3037,12.3028,0,B,before test
999.3038,12.3029,0,B,in test
999.3039,12.3030,0,B,before test
999.3040,12.3031,1,B,in test
999.3041,12.3032,0,A,in test
999.3042,12.3033,0,B,before test
999.3043,12.3034,1,B,in test
999.3044,12.3035,0,B,in test
999.3045,12.3036,0,A,in test
999.3046,12.3037,0,B,in test
999.3047,12.3038,0,B,in test
999.3048,12.3039,0,B,before test
999.3049,12.3040,0,A,before test
999.3050,12.3041,0,A,in test
999.3051,12.3042,0,A,in test
999.3052,12.3043,0,B,before test
999.3053,12.3044,0,B,in test
999.3054,12.3045,0,A,before test
999.3055,12.3046,0,B,before test
999.3056,12.3047,0,B,before test
999.3057,12.3048,0,A,before test
999.3058,12.3049,0,A,before test
999.3059,12.3050,1,A,before test
999.3060,12.3051,0,B,before test
999.3061,12.3052,0,B,in test
999.3062,12.3053,0,A,before test
999.3063,12.3054,0,B,before test
999.3064,12.3055,1,A,in test
999.3065,12.3056,0,B,before test
999.3066,12.3057,0,A,in test
999.3067,12.3058,0,A,before test
999.3068,12.3059,0,B,before test
999.3069,12.3060,0,A,before test
999.3070,12.3061,0,B,before test
999.3071,12.3062,0,A,before test
999.3072,12.3063,0,B,in test
999.3073,12.3064,0,A,in test
999.3074,12.3065,1,B,in test
999.3075,12.3066,0,B,before test
999.3076,12.3067,0,B,in test
999.3077,12.3068,0,B,in test
999.3078,12.3069,0,A,before test
999.3079,12.3070,0,A,before test
999.3080,12.3071,0,A,before test
999.3081,12.3072,0,A,in test
999.3082,12.3073,1,A,in test
999.3083,12.3074,0,B,before test
999.3084,12.3075,0,A,before test
999.3085,12.3076,0,A,in test
999.3086,12.3077,0,B,before test
999.3087,12.3078,0,B,before test
999.3088,12.3079,0,A,in test
999.3089,12.3080,1,B,before test
999.3090,12.3081,0,A,in test
999.3091,12.3082,0,B,before test
999.3092,12.3083,0,B,before test
999.3093,12.3084,0,A,in test
999.3094,12.3085,0,A,before test
999.3095,12.3086,0,B,before test
999.3096,12.3087,1,B,in test
999.3097,12.3088,0,A,in test
999.3098,12.3089,0,B,before test
999.3099,12.3090,1,B,before test
999.3100,12.3091,1,A,in test
999.3101,12.3092,0,B,in test
999.3102,12.3093,0,B,before test
999.3103,12.3094,0,A,before test
999.3104,12.3095,0,A,in test
999.3105,12.3096,1,A,before test
999.3106,12.3097,0,A,before test
999.3107,12.3098,0,A,before test
999.3108,12.3099,1,B,before test
999.3109,12.3100,0,B,before test
999.3110,12.3101,0,B,in test
999.3111,12.3102,1,A,in test
999.3112,12.3103,1,A,in test
999.3113,12.3104,0,A,in test
999.3114,12.3105,0,A,before test
999.3115,12.3106,0,A,in test
999.3116,12.3107,1,B,before test
999.3117,12.3108,0,A,before test
999.3118,12.3109,1,A,in test
999.3119,12.3110,0,B,in test
999.3120,12.3111,1,B,before test
999.3121,12.3112,1,B,before test
999.3122,12.3113,0,B,in test
999.3123,12.3114,0,B,in test
999.3124,12.3115,0,B,before test
999.3125,12.3116,1,B,before test
999.3126,12.3117,0,A,before test
999.3127,12.3118,0,B,before test
999.3128,12.3119,0,A,in test
999.3129,12.3120,0,B,in test
999.3130,12.3121,0,A,before test
999.3131,12.3122,0,B,before test
999.3132,12.3123,0,B,in test
999.3133,12.3124,1,B,in test
999.3134,12.3125,0,A,before test
999.3135,12.3126,1,A,in test
999.3136,12.3127,0,A,in test
999.3137,12.3128,0,A,in test
999.3138,12.3129,1,A,before test
999.3139,12.3130,0,A,before test
999.3140,12.3131,0,A,before test
999.3141,12.3132,0,B,in test
999.3142,12.3133,0,B,before test
999.3143,12.3134,0,B,before test
999.3144,12.3135,0,A,in test
999.3145,12.3136,0,A,in test
999.3146,12.3137,0,A,before test
999.3147,12.3138,0,B,in test
999.3148,12.3139,0,A,before test
999.3149,12.3140,0,A,before test
999.3150,12.3141,0,A,in test
999.3151,12.3142,0,A,in test
999.3152,12.3143,0,B,before test
999.3153,12.3144,0,A,before test
999.3154,12.3145,0,A,in test
999.3155,12.3146,0,A,in test
999.3156,12.3147,0,A,before test
999.3157,12.3148,0,B,before test
999.3158,12.3149,0,B,before test
999.3159,12.3150,0,B,in test
999.3160,12.3151,0,A,in test
999.3161,12.3152,0,B,before test
999.3162,12.3153,0,B,before test
999.3163,12.3154,0,A,in test
999.3164,12.3155,0,B,in test
999.3165,12.3156,0,A,before test
999.3166,12.3157,0,B,in test
999.3167,12.3158,0,B,before test
999.3168,12.3159,0,A,before test
999.3169,12.3160,0,B,before test
999.3170,12.3161,0,A,before test
999.3171,12.3162,0,B,in test
999.3172,12.3163,0,B,in test
999.3173,12.3164,0,A,in test
999.3174,12.3165,1,A,before test
999.3175,12.3166,0,A,before test
999.3176,12.3167,0,B,before test
999.3177,12.3168,0,B,in test
999.3178,12.3169,1,B,in test
999.3179,12.3170,1,B,before test
999.3180,12.3171,0,B,before test
999.3181,12.3172,0,B,before test
999.3182,12.3173,0,B,before test
999.3183,12.3174,0,A,in test
999.3184,12.3175,0,A,in test
999.3185,12.3176,0,B,in test
999.3186,12.3177,0,A,before test
999.3187,12.3178,0,A,in test
999.3188,12.3179,1,A,in test
999.3189,12.3180,0,A,in test
999.3190,12.3181,0,B,in test
999.3191,12.3182,0,B,in test
999.3192,12.3183,0,A,in test
999.3193,12.3184,0,A,before test
999.3194,12.3185,0,A,in test
999.3195,12.3186,1,B,in test
999.3196,12.3187,0,A,in test
999.3197,12.3188,0,A,in test
999.3198,12.3189,0,A,in test
999.3199,12.3190,0,A,before test
999.3200,12.3191,0,A,before test
999.3201,12.3192,0,A,in test
999.3202,12.3193,0,A,before test
999.3203,12.3194,0,B,before test
999.3204,12.3195,0,B,before test
999.3205,12.3196,1,A,before test
999.3206,12.3197,0,A,in test
999.3207,12.3198,0,A,in test
999.3208,12.3199,0,B,in test
999.3209,12.3200,0,B,before test
999.3210,12.3201,0,A,in test
999.3211,12.3202,0,B,before test
999.3212,12.3203,0,A,in test
999.3213,12.3204,1,B,in test
999.3214,12.3205,0,B,in test
999.3215,12.3206,0,B,before test
999.3216,12.3207,0,B,before test
999.3217,12.3208,0,B,before test
999.3218,12.3209,0,A,before test
999.3219,12.3210,1,B,before test
999.3220,12.3211,1,B,before test
999.3221,12.3212,0,B,before test
999.3222,12.3213,0,B,before test
999.3223,12.3214,0,A,in test
999.3224,12.3215,0,B,before test
999.3225,12.3216,0,B,before test
999.3226,12.3217,0,A,before test
999.3227,12.3218,0,B,in test
999.3228,12.3219,0,A,before test
999.3229,12.3220,0,A,before test
999.3230,12.3221,0,A,in test
999.3231,12.3222,0,B,before test
999.3232,12.3223,0,A,before test
999.3233,12.3224,0,A,in test
999.3234,12.3225,0,A,in test
999.3235,12.3226,0,B,in test
999.3236,12.3227,0,A,in test
999.3237,12.3228,0,B,in test
999.3238,12.3229,0,A,before test
999.3239,12.3230,0,A,before test
999.3240,12.3231,1,B,in test
999.3241,12.3232,0,B,before test
999.3242,12.3233,0,B,before test
999.3243,12.3234,1,B,in test
999.3244,12.3235,0,A,in test
999.3245,12.3236,0,A,in test
999.3246,12.3237,0,B,before test
999.3247,12.3238,0,B,in test
999.3248,12.3239,0,A,before test
999.3249,12.3240,0,B,before test
999.3250,12.3241,0,B,in test
999.3251,12.3242,0,B,before test
999.3252,12.3243,0,A,before test
999.3253,12.3244,0,B,in test
999.3254,12.3245,0,B,in test
999.3255,12.3246,0,B,before test
999.3256,12.3247,0,A,before test
999.3257,12.3248,1,A,in test
999.3258,12.3249,1,A,in test
999.3259,12.3250,0,A,in test
999.3260,12.3251,0,B,before test
999.3261,12.3252,0,A,before test
999.3262,12.3253,1,B,in test
999.3263,12.3254,0,B,before test
999.3264,12.3255,0,B,in test
999.3265,12.3256,0,A,in test
999.3266,12.3257,0,B,before test
999.3267,12.3258,0,B,before test
999.3268,12.3259,0,B,in test
999.3269,12.3260,0,A,before test
999.3270,12.3261,0,A,before test
999.3271,12.3262,0,B,before test
999.3272,12.3263,0,B,in test
999.3273,12.3264,1,B,before test
999.3274,12.3265,0,B,before test
999.3275,12.3266,0,A,in test
999.3276,12.3267,0,A,in test
999.3277,12.3268,0,A,before test
999.3278,12.3269,0,B,before test
999.3279,12.3270,0,A,in test
999.3280,12.3271,0,B,in test
999.3281,12.3272,0,B,in test
999.3282,12.3273,0,A,in test
999.3283,12.3274,0,B,in test
999.3284,12.3275,1,B,before test
999.3285,12.3276,0,B,before test
999.3286,12.3277,0,B,before test
999.3287,12.3278,0,B,in test
999.3288,12.3279,0,B,in test
999.3289,12.3280,0,B,before test
999.3290,12.3281,0,A,before test
999.3291,12.3282,0,B,in test
999.3292,12.3283,0,B,before test
999.3293,12.3284,0,B,in test
999.3294,12.3285,0,B,in test
999.3295,12.3286,0,B,in test
999.3296,12.3287,0,A,before test
999.3297,12.3288,0,B,before test
999.3298,12.3289,0,B,before test
999.3299,12.3290,0,A,in test
999.3300,12.3291,1,B,before test
999.3301,12.3292,0,B,in test
999.3302,12.3293,0,A,before test
999.3303,12.3294,0,A,before test
999.3304,12.3295,0,A,in test
999.3305,12.3296,1,B,before test
999.3306,12.3297,0,B,in test
999.3307,12.3298,0,B,before test
999.3308,12.3299,1,B,before test
999.3309,12.3300,0,B,before test
999.3310,12.3301,0,A,before test
999.3311,12.3302,0,A,in test
999.3312,12.3303,1,B,in test
999.3313,12.3304,0,B,before test
999.3314,12.3305,0,A,before test
999.3315,12.3306,0,A,before test
999.3316,12.3307,0,B,before test
999.3317,12.3308,0,A,in test
999.3318,12.3309,0,B,in test
999.3319,12.3310,0,A,in test
999.3320,12.3311,0,A,in test
999.3321,12.3312,0,B,before test
999.3322,12.3313,0,B,in test
999.3323,12.3314,0,B,in test
999.3324,12.3315,0,A,before test
999.3325,12.3316,0,A,before test
999.3326,12.3317,0,B,in test
999.3327,12.3318,0,A,before test
999.3328,12.3319,0,B,in test
999.3329,12.3320,0,A,in test
999.3330,12.3321,0,B,in test
999.3331,12.3322,0,B,before test
999.3332,12.3323,1,A,before test
999.3333,12.3324,0,B,in test
999.3334,12.3325,0,A,before test
999.3335,12.3326,1,B,in test
999.3336,12.3327,0,B,in test
999.3337,12.3328,1,A,in test
999.3338,12.3329,0,A,in test
999.3339,12.3330,1,B,in test
999.3340,12.3331,0,A,before test
999.3341,12.3332,0,B,before test
999.3342,12.3333,0,B,in test
999.3343,12.3334,0,B,in test
999.3344,12.3335,0,B,before test
999.3345,12.3336,1,A,before test
999.3346,12.3337,0,A,in test
999.3347,12.3338,1,B,in test
999.3348,12.3339,0,A,before test
999.3349,12.3340,0,B,in test
999.3350,12.3341,0,A,before test
999.3351,12.3342,0,B,in test
999.3352,12.3343,0,B,before test
999.3353,12.3344,0,A,before test
999.3354,12.3345,0,B,before test
999.3355,12.3346,0,B,before test
999.3356,12.3347,0,B,in test
999.3357,12.3348,1,B,in test
999.3358,12.3349,0,A,in test
999.3359,12.3350,0,B,in test
999.3360,12.3351,0,B,before test
999.3361,12.3352,0,B,in test
999.3362,12.3353,0,B,before test
999.3363,12.3354,0,B,before test
999.3364,12.3355,0,B,in test
999.3365,12.3356,0,B,in test
999.3366,12.3357,0,A,in test
999.3367,12.3358,0,B,in test
999.3368,12.3359,0,A,before test
999.3369,12.3360,0,B,in test
999.3370,12.3361,0,B,in test
999.3371,12.3362,0,B,before test
999.3372,12.3363,0,B,before test
999.3373,12.3364,0,B,before test
999.3374,12.3365,0,A,before test
999.3375,12.3366,0,B,before test
999.3376,12.3367,1,A,before test
999.3377,12.3368,0,A,before test
999.3378,12.3369,0,B,in test
999.3379,12.3370,0,A,in test
999.3380,12.3371,0,A,in test
999.3381,12.3372,0,A,in test
999.3382,12.3373,0,B,before test
999.3383,12.3374,0,B,before test
999.3384,12.3375,0,A,before test
999.3385,12.3376,0,A,in test
999.3386,12.3377,0,A,before test
999.3387,12.3378,0,B,before test
999.3388,12.3379,0,A,before test
999.3389,12.3380,0,A,in test
999.3390,12.3381,1,A,in test
999.3391,12.3382,1,A,before test
999.3392,12.3383,0,A,in test
999.3393,12.3384,0,B,in test
999.3394,12.3385,0,B,before test
999.3395,12.3386,0,A,before test
999.3396,12.3387,0,A,in test
999.3397,12.3388,0,B,in test
999.3398,12.3389,0,A,before test
999.3399,12.3390,0,A,in test
999.3400,12.3391,0,B,before test
999.3401,12.3392,0,B,before test
999.3402,12.3393,0,A,before test
999.3403,12.3394,0,A,before test
999.3404,12.3395,0,B,before test
999.3405,12.3396,0,A,before test
999.3406,12.3397,0,A,in test
